Number,Short description,Assignment group,Close notes,Tags,Classification
INC3965576, SAS-Auswertung läuft nicht mehr,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident type : sas server issue
Resolution : ObjectSpawner was restarted",AZ Germany, SAS Platform Access/Availability
INC3250714,SAS E. Guide start EM,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue resolved after reinstallation of package.

Thanks.",AZ Germany, SAS Platform Access/Availability
INC3670028,SAS Fehler,AZTEC.GAP.PAAS-SAS-CL-2ND,"As per user confirmation, the issue has been resolved, so we are closing the ticket as of now.",AZ Germany, SAS Others
INC3108814,SAS issue - user cannot open a link ,AZTEC.GAP.PAAS-SAS-CL-2ND,Communication with the user was not possible by phone and email,AZ Benelux, SAS Platform Access/Availability
INC4187452,Controlling Platform - Connexion is not available in PROD,AZTEC.GAP.SASFM-2ND,"Description : Controlling Platform - Connecton is not available in PROD
Type : Sas Server issue
Resolution : Services are up after restart",AZ France, SAS Platform Access/Availability
INC2963699,SAS - Application Virtualization Fehler - Anwendung startet nicht,AZTEC.GAP.PAAS-SAS-CL-2ND,Resolved,AZ Germany, SAS AVC Client Issue - Vitualization
INC3573830,Please increase agaglobi2 SAS project space,AZTEC.GAP.PAAS-SAS-CL-2ND,The request has been completed,AZ Germany, SAS Filesystem/Quota
INC3688024,SR: Do you have any monitoring for project space?,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue type : Request information
Description :  monitoring for agaglobi project space
Resolution : As requested, we have created script for quota monitoring for the project agaglobi and agaglobi2 on prod environment.",AZ Benelux, SAS Filesystem/Quota
INC3727032,Please correct TNS_NAMES,AZTEC.GAP.PAAS-SAS-CL-2ND,"IT: Service request.
D: Please correct TNS_NAMES
R: We have added the entries to BIFI-BISH2-INT server.",AZ Benelux, SAS Database
INC2596329,Some role is missing.,AZTEC.GAP.PAAS-SAS-CL-2ND,"Had WebEx session with the user. User was unable to import the package using DI studio on BISHR Production. For a work around 
Ekaterina will raise a ticket to SAS Support team if any package import request from business users. Now Ekaterina agreed to close the ticket.",AZ Germany, SAS Access Issue
INC3363967,SR: Please provide the information about the storage usage,AZTEC.GAP.PAAS-SAS-CL-2ND,The required information was provided,AZ Germany, SAS Service Requests
INC2649573,Could you please help to kill the process,AZTEC.GAP.PAAS-SAS-CL-2ND,"As requested, we have killed the processes and user confirmed to close the ticket.",AZ Technology, SAS Service Requests
INC4263913,SR: Please help customer to create a new library,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue Type : Service Request.
Description  : Request was to create new library on SAS Dev environment.
Solution : Created new library name GDWHCOPY on bishr Dev environement.",AZ Benelux, SAS Database
INC2814262,Please help me with library configuration for project azbnl,AZTEC.GAP.PAAS-SAS-CL-2ND,"After modifying the permissions to the tnsnames.ora file for BISHR on DEV, the issue is resolved.",AZ Germany, SAS Others
INC2595136,Please grant me access to the dev meta server bish2-sas94-meta-dev.srv.allianz,AZTEC.GAP.PAAS-SAS-CL-2ND,Advised user to contact application owner and attached the list of application owners for AGAACT project.,AGA Europe, SAS Access Issue
INC2514249,The post connection failed in SAS FM,AZTEC.GAP.PAAS-SAS-CL-2ND,"INC2513955 - COP - need complete restart on COP - PROD servers, After restart the issue is resolved.",AZ France, SAS Platform Access/Availability
INC3359440,Beantragung der Berechtigung (Proserver),AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Lutz,

As per you request we have added Elke Leibl (G7697) as application owner for SAS projects BISFB and GSSACH on Production environment.

Kindly check after some time .

As of now we are closing incident INC3359440.

Please let us  know if any concerns.

Thanks
Sudip",AZ Germany, SAS Service Requests
INC3545648,SAS Enterprise Guide -  lfsp Server ist nicht erreichbar,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue has been resolved after restarting the object Spwaner service for lfsp project on BIEC production environment.

User has also confirmed the same over email.",AZ Germany, SAS Platform Access/Availability
INC4025513,Restore of a sas database ,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: Restore of a sas database 
Incident Type: SAS restore
Resolution description: We created SR # REQ1158708 with backup Team . Backup Team has successfully restored the dataset. User also has confirmed the same over email.",AZ Benelux, SAS Service Requests
INC3096999,BIFI platform and EG very slow,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Sandra,
Thanks for the confirmation, So please reach us if any issue @ PAAS-SAS-CLASSIC-OPERATIONS@allianz.com
Here we're closing this ticket.
Kind Regards,
D Srinivasulu
-----------------------------------
Hello dear, 
I confirmed already that indeed for the moment the situation is ok. 
For now we are not aware off any serious problems, 
Kind regards, 
Sandra Van Grunderbeeck 
Data Office 
BI Team 
Allianz",AZ Benelux, SAS Performance
INC4412499,11.02.01 Not Found -  Sas Bifi Platform - EG8,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue Type : SAS EG
Description : SAS EG was stopped working after some time while working.
Resolution : The isssue has been resolved after restarting AVC system by user.",AZ Technology, SAS AVC Client Issue
INC4475393,Access isue to sas bifi platform,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description : Access isue to sas bifi platform
Type: sas access
Resolution : resolved by user",AZ Benelux, SAS Access Issue
INC4028015,Restore of SAS  database,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: Restore of SAS  database
Incident Type: SAS restore.
Resolution description: File has been restored by backup team against a SR # REQ1158708 .",AZ Benelux, SAS Service Requests
INC2657036,cannot start SAS Enterprise Guide,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Erik,
Thanks for the update and we're closing this ticket.
Regards,
D Srinivasulu",AZ Benelux, SAS Access Issue
INC3285848,lmark1 on PROD restart,AMOS.BIS.B4-IPC,"10.07.2019 11:52:01   ls91kae
   Please restart the SAS Server lmark1 on production.
10.07.2019 12:15:58   ws_snow_prod
   (SNOW) Dear Team,
The request to restart the SAS Server lmark1 on production has been successfully completed

Thanks",AZ Germany, SAS Server Issue
INC3594966,kufeba SAS User Management - bensl no longer belonging to Allianz,AZTEC.GAP.PAAS-SAS-CL-2ND,"We have removed the below users from SAS Metadata using STP for kufeba project in BIEC environment. 
1) P972999 
2) LB7KTM",AZ Germany, SAS Others
INC3286622,lmark1 on PROD not working,AZTEC.GAP.PAAS-SAS-CL-2ND,We have validated the project and it is working fine today. Hence closing this ticket,AZ Germany, SAS Server Issue
INC2907984,SAS -  Anwendung Projekt startet nicht,AZTEC.GAP.PAAS-SAS-CL-2ND,This issue will be fixed in the coming release.  For now we are closing the ticket and will update you accordingly.,AZ Germany, SAS Others
INC2931872,Exadata Migration and new enties in tsn.ora,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Evgeny,
Hope the TNS entries are working fine and we are closing the ticket for now. Please raise a new ticket if any issues.",AZ Germany, SAS Database
INC2477487,The KFP SAS Portal application can not be rendered,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Team,
We encountered the bad performance of the LDAP for the operating system (sssd subsystem) is the root cause for the high load. Due, to this the server went to dead state and Every time the load is high we could see that the requests to resolve permissions are not solved in time. In most cases the restart of the sssd helps, we are still working with IBM Team for the Permanent solution.
As of now we're closing this ticket.
Thank you.
Regards,
D Srinivasulu",AZ Germany, SAS Network Issue
INC2677154,unable to run bsi commands,AZTEC.GAP.PAAS-SAS-CL-2ND,"After changing the configuration settings, the issue is resolved.

the version which our engineer Team  rolled out during the upgrade seems to be not working properly. After correcting it the bsi command is working fine.",AZ Germany, SAS Others
INC4385168,New tsn.ora entry on INT stage,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description : New tsn.ora entry on INT stage
Type: SR
Resolution : request completed",AZ Germany, SAS Database
INC3558093,The SAS application VVW does not respond in SAS Portal,AZTEC.GAP.PAAS-SAS-CL-2ND,We have restarted the VVW ObjectSpawner. Now it should be fine.,AZ Germany, SAS Platform Access/Availability
INC2473190,List of VVW users,AZTEC.GAP.PAAS-SAS-CL-2ND,The request has been completed successfully. Provided the user list.,AZ Germany, SAS Service Requests
INC3346302,Increase memsize,AZTEC.GAP.PAAS-SAS-CL-2ND,After restart of the ObjectSpawner for VVW project the memsize looks good. User confirmed to close the ticket (email attached).,AZ Germany, SAS Service Requests
INC4729315,Request for a new entry in tns.ora,AZTEC.GAP.PAAS-SAS-CL-2ND,"Descriptionm:  Request for a new entry in tns.ora n BIEC INT
Issue Type: SAS Database
Resolution:  As requested , we have added below TNS entry in BIEC INT environment. Customer has also confirmed that everthing works smooth .",AZ Germany, SAS Database
INC2721795,SAS - Application konnte die angeforderte Anwendung nicht starten,AZTEC.GAP.PAAS-SAS-CL-2ND,"User have contacted the hotline who will help with  the reset. As discussed with the user, we are closing this ticket.",AZ Germany, SAS Filesystem/Quota
INC2519849,SAS Enterprise Guide - Unerwarteter Fehler - Vebindungsproblem,AZTEC.GAP.PAAS-SAS-CL-2ND,"User is not having UNIX groups to access the SAS EG, informed to contact Legba.",AZ Reinsurance, SAS Access Issue
INC2790510,Please create new UNIX account ,AZTEC.GAP.PAAS-SAS-CL-2ND,"Hello,

Here sum up of test we made with Pavan help today (thanks a lot Pavan for your support on this topic!):
1. Test connection on UAT Unix server from my AVC with Frederico user - test failed and error message was access denied
2. Test SAS connection from Frederico's Laptop with SSO option - test failed
3. Test SAS connection from Frederico's Laptop with my user - test failed with same error message than previous point
4. Test ping SAS meta data server from Frederico's Laptop - success
5. We wanted test if we could open a telnet session on meta data server, but tool was not present on Frederico's laptop

Error message for point 2 and 3 was not very precise and mentioned different reason. Nevertheless, it seems that connection from a SAS tool installed locally was not possible and end user has to use SAS from AVC session.

As in Italy AVC is not deployed until now, but only some test users use it, suggestion is that Frederico was part of AVC test users.

@Pavan, Frederico: feel free to correct/add information if any.

Best regards,

Jean
",AZ Technology, SAS Access Issue
INC4735379,SAS Enterprise Guide - Profileinstellungen werden nicht uebernommen,AZTEC.GAP.PAAS-SAS-CL-2ND,Issue with missing profiles in EG. Issue fixed after restrting usr machine.,AZ Germany, SAS AVC Client Issue
INC4720055,SAS - Application Virtualization Fehler - Anwendung startet nicht,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description: SAS - Application Virtualization Fehler - Anwendung startet nicht
Issue Type: SAS IT related issue
Resolution Steps: User is now able to work with SAS . User has confirmed the same over jabber.",AZ Technology, SAS AVC Client Issue - Vitualization
INC3720171,SAS Enterprise Guide bricht ab / crashes,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue Type: SAS EG Cashes
Description: while executing proc compare in SAS EG and generating report it is crashing
Solution: We have changed the font style under Tools- options-SAS Report - change the style as EG Default and it works fine.",AZ Germany, SAS Platform Access/Availability
INC3969991,Standard-Apps cannot be selected SAS Enterprise Guide,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident type : sas others
Resolution : Issue has been resolved after webex with the user",AZ Germany, SAS AVC Client Issue
INC3759730,Error tabellen Globi,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Type : access issue
Resolution : advised users to request for the group in giam",AZ Benelux, SAS Access Issue
INC3146991,SAS Report MIS07 Issue,AZTEC.GAP.PAAS-SAS-CL-2ND,"Unfortunately, we are not responsible for this type of issues. Please contact the developer team on this.",AZ Germany, SAS Others
INC3527714,"SSO - Probleme mit Web-Anwendungen (Alef, Amis, SAS, SIMA ...)",AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Florian,
It should be fine , Could you please check and let us know if you have any issues.
As of now we're closing this ticket.
Thanks 
Kind Regards,
D Srinivasulu
",AZ Germany, SAS Portal issue
INC4639128,Raise a SNOW ticket to AZTEC.GAP.PAAS-SAS-CL-2ND,AZTEC.GAP.PAAS-SAS-CL-2ND,"Desc: Raise SR to Database team
Type: SR
Res: Requesr completed",AZ Germany, SAS Service Requests
INC2442790,Can't import 2GB CSV file,AZTEC.GAP.PAAS-SAS-CL-2ND,Duplicate incident#INC2441744.,AZ Benelux, SAS Others
INC2441744,BIFI DEV: biaa-sg-dev.srv.allianz  / Importing large CSV file in SAS,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Team,
User confirmed through email that issue is no exists and resolved. PFA.
As of now we're closing this ticket.
Thank you.
Regards,
D Srinivasulu ",AZ Benelux, SAS Service Requests
INC3678641,COP Server Restart ,AZTEC.GAP.PAAS-SAS-CL-2ND,This is a duplicate of ticket INC3678610 hence closing,AZ France, SAS Server Issue
INC3282931,COP PROD - Issue,AZTEC.GAP.PAAS-SAS-CL-2ND,Resolved,AZ France, SAS Linux Server
INC3678610,COP - Need full server restart on COP PROD servers at 6PM CET,AZTEC.GAP.PAAS-SAS-CL-2ND,The restart was successfully completed,AZ France, SAS Server Issue
INC3551355, SAS BIFI,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Frank,
As per the WebEx session you are able to open the SAS AMO Excel from the start menu and able to connect the BIRE 9.4 PROD profile successfully.
For now we are closing the ticket. Please feel free to reach us for any further SAS related issues.",AZ Reinsurance, SAS Others
INC3418640,SAS Prod Issue,AZTEC.GAP.PAAS-SAS-CL-2ND,Stored Process is working fine now. Closing the ticket on user confirmation,AZ Reinsurance, SAS Access Issue
INC3801456,SAS BIFI Issue,AZTEC.GAP.PAAS-SAS-CL-2ND,"IT: AMO Excel tool issue. 
D: AMO in Excel is not visiable
R: We ahve enabled the option in the Excel via WebEx session. Now user was able to view the AMO in Excel.",AZ Reinsurance, SAS Access Issue
INC3037248,SAS Prod page not loading,AZTEC.GAP.PAAS-SAS-CL-2ND,After restart of the redwh objectspawner the issue is resolved. User confirmed that the issue is resolved.,AZ Reinsurance, SAS Portal issue
INC2478470,Win7 - SAS Enterprise Guide friert ein,AZTEC.GAP.PAAS-SAS-CL-2ND,"As per user confirmation, the issue is no more exist.

there was issue in AZD Prod App1 server and it had been restarted to resolve the issue. (INC2473228)",AZ Germany, SAS Performance
INC4379451,Eine Synchronisation mit dem Server ist nicht moeglich,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description: SAS metadata not connecting
Type: SAS Platform issue
Resolution : Server got crashed. Corrected by IBM",AZ Germany, SAS Server Issue
